IN FILE,AUTO ID*,PULSES,MATCH RATIO,MARGIN,Fc,Sc,Dur,Fmax,Fmin,Fk,Tk,Tc,S1,BWDth,PkDur,COMP ID,Result
LASXAN_20200128_185040.wav,LASXAN,11.0,0.545,0.12678499999999998,28.71,15.58,4.833,30.746,28.365,29.217,2.434,4.077,40.33,2.3810000000000002,33.995447961928406,LASXAN,True
LASXAN_20200225_200155.wav,LASXAN,7.0,0.7140000000000001,0.41374399999999995,34.872,8.24,4.275,38.704,32.472,35.357,2.173,3.008,-217.15,6.231999999999999,19.532163742690056,LASXAN,True
LASXAN_20200229_201227.wav,LASXAN,7.0,0.7140000000000001,0.19581700000000002,31.989,13.4,9.894,32.893,31.405,32.358000000000004,2.6039999999999996,4.825,41.23,1.4879999999999995,22.44794825146554,LASXAN,True
LASXAN_20200202_185947.wav,LASXAN,10.0,0.5,0.149782,31.213,14.63,6.027,38.296,30.614,31.628,4.28,5.186,222.63,7.681999999999999,15.032354405176699,LASXAN,True
LASXAN_20200225_201540.wav,LASXAN,6.0,0.667,0.204932,33.498000000000005,33.69,4.521,39.463,32.387,34.296,2.6,3.385,141.19,7.0760000000000005,17.363415173634145,LASXAN,True
EUMUND_20191116_193840.wav,LASXAN,8.0,0.5,0.120932,27.58,-5.31,7.279,27.926,27.253,27.489,3.915,6.608,-51.25,0.6729999999999983,36.996840225305675,EUMUND,False
LASXAN_20200225_201528.wav,LASXAN,10.0,0.4,0.170658,32.768,20.9,4.0489999999999995,37.604,31.903000000000002,33.251999999999995,2.425,3.2689999999999997,179.18,5.700999999999997,20.844653000740923,LASXAN,True
LASXAN_20190626_210735.wav,LASXAN,15.0,0.267,0.3166,34.161,54.25,3.438,40.701,33.645,35.866,1.854,3.014,254.73,7.055999999999997,33.74054682955205,LASXAN,True
LASXAN_20200128_175758.wav,LASXAN,4.0,0.75,0.29167600000000005,33.085,4.04,5.2860000000000005,33.798,32.558,33.124,2.489,4.567,207.97,1.240000000000002,39.31138857359062,LASXAN,True
NoID_20200225_195447.wav,LASXAN,5.0,0.6,0.096975,34.753,-30.83,3.591,37.523,32.983000000000004,34.469,1.675,2.1830000000000003,238.08,4.539999999999999,14.146477304372047,NoID,False
LASXAN_20200225_195156.wav,LASXAN,6.0,0.5,0.14871099999999998,32.219,7.74,2.99,33.457,31.275,32.283,1.03,1.4909999999999999,107.31,2.182000000000002,15.41806020066889,LASXAN,True
LASXAN_20200119_180600.wav,LASXAN,12.0,0.25,0.056248,33.092,2.15,3.676,33.904,32.010999999999996,33.086999999999996,1.473,2.716,-111.94,1.8930000000000078,33.8139281828074,LASXAN,True
LASXAN_20190928_184149.wav,LASXAN,4.0,0.5,0.129492,40.157,73.04,3.3,41.563,39.308,40.684,1.484,2.407,193.94,2.2550000000000026,27.969696969696972,LASXAN,True
MYOCAL_20190609_203403.wav,MYOCAL,199.0,0.513,0.182353,47.763999999999996,63.15,4.19,64.374,44.475,51.43,1.8090000000000002,3.321,411.12,19.898999999999994,36.08591885441527,MYOCAL,True
MYOCAL_20190609_203303.wav,MYOCAL,198.0,0.47,0.159933,48.608000000000004,64.26,3.986,62.817,45.055,51.869,1.6769999999999998,2.9930000000000003,277.11,17.762,33.015554440541905,MYOCAL,True
MYOCAL_20200427_205234.wav,MYOCAL,120.0,0.542,0.175652,44.632,69.77,4.207,58.676,41.364,48.806999999999995,1.739,3.373,278.45,17.312000000000005,38.84002852388876,MYOCAL,True
MYOCAL_20190511_200123.wav,MYOCAL,151.0,0.424,0.145492,48.323,84.97,3.701,64.155,44.301,53.092,1.375,2.895,423.66,19.854,41.06998108619292,MYOCAL,True
MYOCAL_20190511_200157.wav,MYOCAL,140.0,0.44299999999999995,0.179047,48.512,79.67,3.923,65.288,44.548,53.013999999999996,1.578,3.054,358.62,20.739999999999995,37.62426714249298,MYOCAL,True
MYOCAL_20190510_201706.wav,MYOCAL,126.0,0.46799999999999997,0.182566,47.67,90.25,3.472,62.873999999999995,45.15,52.15,1.4969999999999999,2.932,383.92,17.723999999999997,41.33064516129033,MYOCAL,True
MYOCAL_20190511_200519.wav,MYOCAL,135.0,0.43700000000000006,0.17013699999999998,47.093999999999994,77.71,4.064,62.951,44.155,52.232,1.614,3.4,388.55,18.796,43.94685039370078,MYOCAL,True
MYOCAL_20190609_203325.wav,MYOCAL,144.0,0.41,0.15607200000000002,47.86,68.76,3.75,63.191,44.681999999999995,52.426,1.3730000000000002,3.073,394.24,18.509000000000007,45.33333333333333,MYOCAL,True
MYOCAL_20200427_205321.wav,MYOCAL,103.0,0.5529999999999999,0.204434,47.306999999999995,83.39,3.719,63.111000000000004,43.658,52.119,1.482,3.0180000000000002,400.77,19.453000000000003,41.30142511427804,MYOCAL,True
MYOCAL_20190511_201023.wav,MYOCAL,113.0,0.504,0.15141400000000002,46.766999999999996,80.81,3.4130000000000003,58.696999999999996,44.497,52.408,0.915,2.935,311.71,14.199999999999996,59.18546733079402,MYOCAL,True
MYOCAL_20200419_205105.wav,MYOCAL,160.0,0.331,0.129434,48.361000000000004,79.38,3.194,60.552,45.023,52.246,1.176,2.4459999999999997,268.53,15.528999999999996,39.76205385097057,MYOCAL,True
MYOCAL_20190504_202340.wav,MYOCAL,98.0,0.49,0.169984,47.648,80.05,3.3960000000000004,64.173,45.842,51.6,1.641,3.0010000000000003,391.04,18.331000000000003,40.047114252061256,MYOCAL,True
MYOCAL_20200427_201640.wav,MYOCAL,96.0,0.469,0.121233,45.364,62.54,3.688,60.1,43.431999999999995,48.206,1.883,3.196,319.37,16.668000000000006,35.60195227765727,MYOCAL,True
MYOCAL_20190511_200906.wav,MYOCAL,89.0,0.449,0.11711600000000001,47.388000000000005,71.13,3.4560000000000004,59.731,44.348,51.706,1.204,2.748,343.33,15.383000000000003,44.67592592592593,MYOCAL,True
MYOCAL_20190609_203347.wav,MYOCAL,88.0,0.43200000000000005,0.11698299999999999,47.424,60.46,4.3,64.702,44.875,51.958,1.7209999999999999,3.6010000000000004,389.32,19.826999999999998,43.72093023255815,MYOCAL,True
MYOCAL_20200427_205219.wav,MYOCAL,89.0,0.42700000000000005,0.107874,39.703,61.12,4.74,52.0,37.19,42.685,2.386,3.7910000000000004,277.99,14.810000000000002,29.64135021097047,MYOCAL,True
MYOCAL_20200427_205250.wav,MYOCAL,66.0,0.561,0.18723800000000002,46.934,81.38,3.074,55.598,44.472,52.233000000000004,0.654,2.47,229.63,11.125999999999998,59.07612231620041,MYOCAL,True
MYOCAL_20190504_202423.wav,MYOCAL,72.0,0.5,0.1382,45.824,67.46,3.8989999999999996,64.83,43.894,48.621,2.055,3.2739999999999996,522.23,20.936,31.26442677609642,MYOCAL,True
NoID_20200427_205305.wav,MYOCAL,91.0,0.396,0.136731,48.388999999999996,70.9,3.0869999999999997,56.615,46.099,52.836999999999996,0.8079999999999999,2.492,240.1,10.516000000000005,54.55134434726272,NoID,False
MYOCAL_20190504_202436.wav,MYOCAL,74.0,0.446,0.106455,40.024,58.53,3.8,50.715,39.328,42.562,1.746,3.167,267.37,11.387,37.39473684210526,MYOCAL,True
NoID_20200520_203533.wav,MYOCAL,55.0,0.5820000000000001,0.23755300000000001,48.096000000000004,101.07,2.739,59.385,46.207,53.571999999999996,0.893,2.3819999999999997,310.09,13.177999999999997,54.36290617013507,NoID,False
MYOCAL_20190511_200850.wav,MYOCAL,69.0,0.46399999999999997,0.148668,47.271,68.6,3.241,56.611000000000004,44.476000000000006,51.683,0.912,2.595,304.85,12.134999999999998,51.92841715519903,MYOCAL,True
MYOCAL_20200524_202725.wav,MYOCAL,57.0,0.544,0.196458,46.788000000000004,86.43,2.755,58.236999999999995,44.891000000000005,51.17100000000001,1.038,2.378,291.97,13.34599999999999,48.6388384754991,MYOCAL,True
MYOCAL_20200427_201656.wav,MYOCAL,86.0,0.36,0.096786,45.058,64.68,4.132,60.137,43.044,47.843,2.222,3.5580000000000003,411.07,17.093000000000004,32.333010648596336,MYOCAL,True
MYOCAL_20200524_204255.wav,MYOCAL,77.0,0.39,0.139888,47.596000000000004,80.09,3.23,58.299,45.801,52.341,1.11,2.766,266.56,12.497999999999998,51.26934984520124,MYOCAL,True
MYOCAL_20200520_205103.wav,MYOCAL,58.0,0.5,0.17341900000000002,48.218999999999994,72.5,3.535,61.413999999999994,45.553999999999995,52.31,1.442,2.897,413.36,15.86,41.15983026874115,MYOCAL,True
MYOCAL_20200316_195724.wav,MYOCAL,81.0,0.34600000000000003,0.09892000000000001,42.658,59.26,3.594,48.523,40.92,45.823,1.12,2.8139999999999996,163.66,7.6030000000000015,47.13411240957149,MYOCAL,True
MYOCAL_20201213_200207.wav,MYOCAL,50.0,0.54,0.207042,49.05,67.16,3.225,63.718999999999994,45.285,52.652,1.227,2.5269999999999997,384.78,18.433999999999997,40.31007751937983,MYOCAL,True
MYOCAL_20200511_203746.wav,MYOCAL,74.0,0.365,0.108803,46.983000000000004,68.09,3.116,55.214,45.516999999999996,51.22,0.9590000000000001,2.71,223.45,9.697000000000003,56.193838254172015,MYOCAL,True
MYOCAL_20190609_203425.wav,MYOCAL,57.0,0.456,0.12275,47.433,63.52,3.9760000000000004,60.474,44.777,51.623000000000005,1.484,3.23,360.58,15.696999999999996,43.91348088531187,MYOCAL,True
MYOCAL_20190511_200232.wav,MYOCAL,59.0,0.424,0.141252,48.199,72.24,3.517,64.046,44.327,51.958,1.5290000000000001,2.8169999999999997,430.97,19.71900000000001,36.62212112595961,MYOCAL,True
MYOCAL_20200524_210500.wav,MYOCAL,53.0,0.45299999999999996,0.139218,47.836999999999996,68.34,3.1210000000000004,57.865,45.618,51.277,1.2570000000000001,2.6060000000000003,277.02,12.247,43.22332585709708,MYOCAL,True
NoID_20200401_195746.wav,MYOCAL,61.0,0.377,0.10916700000000001,42.357,37.4,3.445,50.875,39.161,45.147,1.1159999999999999,2.463,297.07,11.713999999999999,39.10014513788099,NoID,False
MYOCAL_20190609_203245.wav,MYOCAL,57.0,0.386,0.136825,48.581,56.46,3.1889999999999996,61.602,45.861000000000004,51.176,1.475,2.548,411.88,15.740999999999993,33.64691125744748,MYOCAL,True
MYOCAL_20200427_201613.wav,MYOCAL,51.0,0.41200000000000003,0.109857,42.761,56.82,3.148,51.246,41.575,45.318999999999996,1.52,2.784,249.95,9.671,40.152477763659455,MYOCAL,True
MYOYUM_20200511_205233.wav,MYOCAL,53.0,0.396,0.130269,48.41,68.23,2.7739999999999996,55.388000000000005,46.873999999999995,52.401,0.716,2.333,230.09,8.51400000000001,58.29127613554436,MYOYUM,False
MYOCAL_20200511_203853.wav,MYOCAL,23.0,0.87,0.336206,47.26,78.85,2.877,56.409,44.722,51.505,0.9259999999999999,2.259,312.37,11.686999999999998,46.33298574904415,MYOCAL,True
NoID_20200524_204940.wav,MYOCAL,29.0,0.69,0.277468,47.316,87.2,2.983,58.711999999999996,45.50899999999999,52.684,1.011,2.5839999999999996,327.33,13.203000000000003,52.73214884344618,NoID,False
MYOCAL_20200419_204937.wav,MYOCAL,40.0,0.5,0.14094600000000002,46.55,60.61,3.1430000000000002,56.845,45.111999999999995,50.808,1.062,2.805,280.27,11.733000000000004,55.45657015590201,MYOCAL,True
MYOCAL_20200520_204812.wav,MYOCAL,24.0,0.792,0.28447100000000003,47.468,80.93,2.785,55.458999999999996,45.263999999999996,52.806999999999995,0.523,2.287,190.15,10.195,63.33931777378814,MYOCAL,True
MYOCAL_20200427_205203.wav,MYOCAL,34.0,0.5589999999999999,0.139235,46.302,77.0,2.56,53.805,44.513999999999996,51.128,0.512,2.235,233.49,9.291000000000004,67.3046875,MYOCAL,True
MYOCAL_20201004_201215.wav,MYOCAL,39.0,0.48700000000000004,0.17619200000000002,48.403,57.89,3.227,57.008,45.163999999999994,51.063,1.288,2.3890000000000002,122.69,11.844000000000008,34.11837620080571,MYOCAL,True
MYOCAL_20190609_205010.wav,MYOCAL,31.0,0.516,0.169416,47.56399999999999,75.14,3.2030000000000003,58.354,44.526,52.471000000000004,0.858,2.6,271.25,13.827999999999996,54.38651264439588,MYOCAL,True
MYOCAL_20200427_205352.wav,MYOCAL,31.0,0.516,0.139425,45.068000000000005,75.79,3.1180000000000003,55.06,43.147,50.056999999999995,0.956,2.694,253.48,11.913000000000004,55.74085952533675,MYOCAL,True
MYOYUM_20190511_200111.wav,MYOCAL,33.0,0.485,0.171268,48.202,62.1,3.6430000000000002,60.748000000000005,45.486999999999995,51.68899999999999,1.469,2.8960000000000004,367.7,15.26100000000001,39.17101290145485,MYOYUM,False
NoID_20200520_203025.wav,MYOCAL,23.0,0.652,0.271294,48.27,110.3,3.0189999999999997,62.928000000000004,46.527,52.688,1.304,2.4419999999999997,415.45,16.401000000000003,37.694600861212315,NoID,False
NoID_20200511_205219.wav,MYOCAL,27.0,0.556,0.201163,48.354,75.1,2.75,55.258,45.677,52.305,0.754,2.123,174.19,9.581000000000003,49.78181818181819,NoID,False
MYOCAL_20190510_201857.wav,MYOCAL,28.0,0.536,0.199748,47.342,69.91,3.6,62.038999999999994,44.635,51.342,1.4769999999999999,3.0,387.22,17.403999999999996,42.30555555555556,MYOCAL,True
NoID_20200419_211039.wav,MYOCAL,40.0,0.375,0.11589300000000001,47.993,35.1,3.49,57.815,46.401,49.816,1.9,3.008,258.95,11.413999999999994,31.74785100286533,NoID,False
MYOCAL_20200511_203817.wav,MYOCAL,41.0,0.366,0.131401,47.698,74.86,3.0980000000000003,55.907,45.915,51.425,1.138,2.634,258.01,9.991999999999997,48.28921885087152,MYOCAL,True
NoID_20200524_202742.wav,MYOCAL,45.0,0.33299999999999996,0.10979900000000001,41.858000000000004,67.77,3.827,47.935,39.961,45.711000000000006,1.319,3.042,141.2,7.974000000000004,45.02221060883198,NoID,False
MYOCAL_20200427_210811.wav,MYOCAL,20.0,0.7,0.260393,46.851000000000006,59.98,3.861,58.659,45.244,51.102,1.751,3.428,254.67,13.415,43.43434343434343,MYOCAL,True
MYOCAL_20200511_202340.wav,MYOCAL,28.0,0.5,0.148033,44.457,79.11,3.145,51.99,41.925,48.901,0.8590000000000001,2.488,278.78,10.065000000000005,51.79650238473768,MYOCAL,True
MYOCAL_20190609_204255.wav,MYOCAL,29.0,0.483,0.167629,46.638999999999996,71.69,3.378,56.833999999999996,45.588,49.648,1.6740000000000002,3.048,241.52,11.245999999999995,40.67495559502664,MYOCAL,True
MYOCAL_20200323_201251.wav,MYOCAL,42.0,0.33299999999999996,0.076436,44.94,77.23,3.238,54.992,42.802,49.76,1.055,2.7289999999999996,265.65,12.189999999999998,51.69857936998146,MYOCAL,True
MYOCAL_20200419_205617.wav,MYOCAL,22.0,0.591,0.113729,44.803999999999995,73.23,3.009,53.44,43.083999999999996,49.836000000000006,0.71,2.614,281.23,10.356000000000002,63.27683615819208,MYOCAL,True
NoID_20200226_181525.wav,MYOCAL,19.0,0.579,0.173147,49.714,-8.72,2.9989999999999997,52.813,46.515,48.967,1.515,2.051,179.63,6.298000000000002,17.872624208069368,NoID,False
MYOCAL_20200427_203755.wav,MYOCAL,18.0,0.556,0.166927,47.68600000000001,61.72,2.81,54.747,45.52,51.288999999999994,0.807,2.222,211.6,9.226999999999997,50.355871886120994,MYOCAL,True
NoID_20200419_204948.wav,MYOCAL,24.0,0.41700000000000004,0.119931,47.711000000000006,76.39,2.441,54.47,46.105,51.994,0.54,2.0269999999999997,202.58,8.365000000000002,60.91765669807455,NoID,False
NoID_20200419_205004.wav,MYOCAL,34.0,0.294,0.13488599999999998,48.79,87.41,2.6889999999999996,57.847,45.942,52.881,0.802,2.147,323.28,11.905000000000001,50.018594272963924,NoID,False
MYOCAL_20200427_203903.wav,MYOCAL,24.0,0.375,0.092922,40.543,70.41,3.0780000000000003,46.635,38.891999999999996,44.622,0.77,2.5,238.89,7.743000000000002,56.20532813515269,MYOCAL,True
MYOCAL_20200524_204239.wav,MYOCAL,27.0,0.33299999999999996,0.106028,46.818000000000005,78.06,3.051,55.104,45.445,51.413999999999994,0.9440000000000001,2.677,230.09,9.658999999999999,56.801048836447066,MYOCAL,True
MYOCAL_20190609_210657.wav,MYOCAL,16.0,0.5,0.162003,46.482,81.46,3.242,56.228,45.211999999999996,52.64,0.755,2.948,271.24,11.016000000000005,67.64342998149291,MYOCAL,True
MYOYUM_20200419_211745.wav,MYOCAL,20.0,0.4,0.147827,48.88,89.07,2.659,56.445,46.63,52.271,0.9059999999999999,2.095,280.51,9.814999999999998,44.716058668672446,MYOYUM,False
NoID_20200524_210140.wav,MYOCAL,10.0,0.7,0.263206,48.506,84.47,2.8169999999999997,55.468999999999994,45.941,52.312,0.733,2.095,199.62,9.527999999999992,48.34930777422791,NoID,False
MYOCAL_20190503_202332.wav,MYOCAL,12.0,0.583,0.195888,41.397,65.94,3.5980000000000003,56.703,40.24,45.67,1.501,3.322,188.22,16.463,50.61145080600333,MYOCAL,True
MYOYUM_20190503_202204.wav,MYOCAL,19.0,0.316,0.088385,47.305,42.79,3.315,55.858999999999995,46.128,49.763999999999996,1.615,2.964,273.9,9.730999999999995,40.69381598793363,MYOYUM,False
MYOCAL_20200524_203105.wav,MYOCAL,7.0,0.7140000000000001,0.317116,48.538999999999994,85.31,2.258,55.201,46.003,53.653,0.29100000000000004,1.7630000000000001,105.71,9.198,65.19043401240036,MYOCAL,True
MYOYUM_20200409_203702.wav,MYOCAL,8.0,0.625,0.23336199999999999,47.258,47.26,3.3110000000000004,53.827,43.783,50.303999999999995,1.266,2.33,254.08,10.043999999999997,32.1353065539112,MYOYUM,False
NoID_20200427_203418.wav,MYOCAL,9.0,0.556,0.138503,46.091,74.21,2.7230000000000003,53.255,45.328,50.803000000000004,0.6509999999999999,2.52,179.36,7.927,68.63753213367609,NoID,False
NoID_20200520_210618.wav,MYOCAL,9.0,0.556,0.213015,46.973,76.37,2.8939999999999997,56.049,45.131,53.368,0.461,2.47,279.25,10.918,69.41948859709747,NoID,False
NoID_20200401_201622.wav,MYOCAL,10.0,0.5,0.148821,45.042,60.52,2.335,50.105,42.58,47.777,0.5870000000000001,1.758,191.43,7.524999999999999,50.14989293361884,NoID,False
MYOCAL_20200520_204039.wav,MYOCAL,8.0,0.5,0.238484,48.214,120.31,2.271,55.766999999999996,44.772,54.957,0.128,1.7180000000000002,154.72,10.994999999999997,70.01321003963014,MYOCAL,True
MYOCAL_20200629_204040.wav,MYOCAL,8.0,0.5,0.113319,48.336000000000006,59.03,2.594,56.278999999999996,45.818999999999996,50.809,1.083,2.0869999999999997,316.41,10.46,38.70470316114109,MYOCAL,True
NoID_20200419_205642.wav,MYOCAL,9.0,0.444,0.125113,48.229,64.74,2.685,54.082,46.052,52.218,0.455,2.1390000000000002,204.99,8.030000000000001,62.71880819366853,NoID,False
NoID_20200112_184014.wav,MYOCAL,11.0,0.364,0.11408199999999999,40.302,43.95,3.806,47.608000000000004,38.921,42.968,1.111,3.377,269.53,8.687000000000005,59.53757225433526,NoID,False
NoID_20190609_203436.wav,MYOCAL,6.0,0.5,0.16816199999999998,48.582,63.07,2.3369999999999997,54.162,47.012,52.531000000000006,0.265,1.871,330.68,7.149999999999999,68.72058194266152,NoID,False
NoID_20200401_200602.wav,MYOCAL,6.0,0.5,0.140352,47.776,57.96,2.515,53.5,45.994,49.958,1.0070000000000001,2.049,202.44,7.506,41.4314115308151,NoID,False
MYOYUM_20200419_202058.wav,MYOCAL,6.0,0.5,0.210533,48.659,77.25,2.384,54.806000000000004,47.266000000000005,54.18899999999999,0.086,2.094,141.04,7.539999999999999,84.2281879194631,MYOYUM,False
MYOCAL_20200524_204620.wav,MYOCAL,6.0,0.5,0.12964900000000001,48.169,94.75,2.244,54.441,46.681000000000004,52.875,0.335,1.713,233.32,7.759999999999998,61.40819964349375,MYOCAL,True
MYOCAL_20200520_211239.wav,MYOCAL,6.0,0.33299999999999996,0.126582,42.727,66.11,2.193,47.931999999999995,41.522,46.199,0.45799999999999996,1.989,112.88,6.409999999999997,69.81304149566803,MYOCAL,True
MYOCAL_20200524_204326.wav,MYOCAL,4.0,0.25,0.136071,47.863,77.82,2.392,54.163999999999994,46.071000000000005,51.788999999999994,0.54,1.995,139.3,8.09299999999999,60.82775919732442,MYOCAL,True
MYOCIL_20190626_204009.wav,MYOCIL,174.0,0.44299999999999995,0.142343,41.451,97.13,3.5260000000000002,64.682,40.553000000000004,45.302,2.154,3.322,313.97,24.128999999999998,33.12535450935905,MYOCIL,True
MYOCIL_20190626_212656.wav,MYOCIL,28.0,0.679,0.20111500000000002,42.137,102.7,3.1860000000000004,69.138,41.121,45.797,2.057,3.04,481.42,28.017000000000003,30.853735091023225,MYOCIL,True
MYOCIL_20200401_195943.wav,MYOCIL,34.0,0.441,0.091336,43.27,55.41,3.08,50.938,40.532,44.62,1.6159999999999999,2.338,71.94,10.406000000000006,23.441558441558445,MYOCIL,True
MYOCIL_20190626_202923.wav,MYOCIL,27.0,0.444,0.19096400000000002,41.61600000000001,71.66,3.5839999999999996,58.236000000000004,41.107,45.022,2.01,3.4339999999999997,420.38,17.129000000000005,39.73214285714286,MYOCIL,True
MYOCIL_20190626_202931.wav,MYOCIL,11.0,1.0,0.428655,43.321000000000005,138.01,2.864,65.752,41.702,46.778999999999996,1.774,2.6069999999999998,567.24,24.049999999999997,29.08519553072625,MYOCIL,True
NoID_20200716_211424.wav,MYOEVO,32.0,0.406,0.11820399999999999,37.817,128.94,3.8169999999999997,60.853,35.199,42.44,2.085,3.3,515.96,25.654000000000003,31.831281110820015,NoID,False
MYOEVO_20200716_210935.wav,MYOEVO,9.0,0.444,0.2059,36.475,130.17,2.437,51.277,35.652,38.547,1.715,2.296,420.34,15.625,23.840787853918744,MYOEVO,True
MYOOCC_20200716_211433.wav,MYOOCC,44.0,0.773,0.40184000000000003,35.55,91.24,4.774,57.909,33.376,39.796,2.67,4.2219999999999995,383.29,24.533,32.509426057813144,MYOOCC,True
MYOOCC_20200716_211414.wav,MYOOCC,35.0,0.8,0.325346,37.143,113.42,3.139,52.047,35.972,41.113,1.694,2.8539999999999996,404.72,16.074999999999996,36.95444409047467,MYOOCC,True
MYOOCC_20200621_204632.wav,MYOOCC,31.0,0.774,0.296507,36.559,75.91,4.32,51.18,34.875,39.957,2.229,3.839,345.86,16.305,37.26851851851851,MYOOCC,True
MYOOCC_20200621_204613.wav,MYOOCC,17.0,0.647,0.256346,37.516999999999996,64.07,3.72,51.698,36.226,39.52,2.468,3.408,391.9,15.472000000000001,25.268817204301076,MYOOCC,True
NoID_20200621_210447.wav,MYOOCC,13.0,0.769,0.145822,39.015,113.88,2.654,52.9,37.512,42.056999999999995,1.421,2.2769999999999997,408.45,15.387999999999998,32.2532027128862,NoID,False
MYOOCC_20200716_211617.wav,MYOOCC,11.0,0.545,0.195664,36.424,116.56,2.963,49.766000000000005,34.885,40.379,1.411,2.616,409.17,14.881000000000007,40.66824164697941,MYOOCC,True
MYOTHY_20200716_212244.wav,MYOTHY,73.0,0.89,0.489825,34.76,213.96,3.5439999999999996,49.297,23.941999999999997,40.183,0.976,1.892,437.55,25.355,25.84650112866817,MYOTHY,True
MYOTHY_20200716_212229.wav,MYOTHY,91.0,0.6809999999999999,0.278379,37.866,192.13,3.267,51.678999999999995,27.539,42.792,0.9279999999999999,1.8330000000000002,439.86,24.139999999999993,27.701254973982252,MYOTHY,True
MYOTHY_20200716_212314.wav,MYOTHY,22.0,0.955,0.40481100000000003,30.857,198.39,3.135,42.54600000000001,24.265,36.356,0.8640000000000001,1.9409999999999998,373.85,18.281000000000006,34.35406698564593,MYOTHY,True
MYOTHY_20200716_212301.wav,MYOTHY,23.0,0.826,0.357371,32.196999999999996,215.35,3.639,47.849,23.956999999999997,38.16,1.078,2.23,403.38,23.892,31.65704863973619,MYOTHY,True
MYOTHY_20200621_205536.wav,MYOTHY,25.0,0.4,0.185499,31.175,138.73,3.205,57.846000000000004,29.987,33.634,2.239,2.975,528.4,27.859000000000005,22.964118564742595,MYOTHY,True
NoID_20200716_211444.wav,MYOTHY,12.0,0.75,0.282303,25.576,227.77,2.656,43.887,25.281999999999996,29.379,1.663,2.608,493.25,18.605000000000004,35.579819277108435,NoID,False
NoID_20200716_211607.wav,MYOTHY,5.0,1.0,0.64868,25.926,255.37,2.456,42.483999999999995,23.525,29.339000000000002,1.515,2.104,495.73,18.958999999999996,23.982084690553755,NoID,False
NoID_20190511_202751.wav,MYOVEL,50.0,0.66,0.21304800000000002,40.308,77.77,4.237,58.823,39.015,43.475,2.4819999999999998,3.866,366.89,19.808,32.664621194241214,NoID,False
MYOCIL_20190626_202806.wav,MYOVEL,84.0,0.33299999999999996,0.149609,41.79600000000001,78.55,3.947,64.755,40.836999999999996,45.471000000000004,2.258,3.657,348.38,23.918,35.44464149987332,MYOCIL,False
MYOCIL_20190626_203024.wav,MYOVEL,30.0,0.467,0.115723,38.583,54.59,4.904,54.887,37.949,41.25899999999999,3.0,4.63,322.65,16.938000000000002,33.23817292006525,MYOCIL,False
NoID_20200621_205121.wav,MYOVOL,64.0,0.45299999999999996,0.091863,39.157,117.07,3.6239999999999997,58.684,37.213,43.661,2.09,3.2239999999999998,415.31,21.470999999999997,31.29139072847682,NoID,False
NoID_20200621_204910.wav,MYOVOL,58.0,0.483,0.0979,38.777,113.97,3.617,55.873000000000005,37.222,44.416000000000004,1.618,3.234,339.05,18.651000000000003,44.67790987005806,NoID,False
NoID_20200621_204748.wav,MYOVOL,60.0,0.4,0.086409,39.594,131.01,3.3989999999999996,61.536,37.993,45.273999999999994,1.796,3.13,431.44,23.543,39.246837305089734,NoID,False
MYOVOL_20190801_203934.wav,MYOVOL,48.0,0.375,0.08131100000000001,36.958,78.65,4.3839999999999995,49.425,34.73,40.874,1.804,3.6839999999999997,265.58,14.695,42.88321167883212,MYOVOL,True
MYOVOL_20200621_205415.wav,MYOVOL,48.0,0.313,0.07749,39.211999999999996,148.96,3.426,65.82600000000001,37.14,44.312,2.104,3.11,391.78,28.686000000000007,29.363689433741964,MYOVOL,True
NoID_20200621_205232.wav,MYOVOL,36.0,0.306,0.07971,38.273,92.14,4.01,50.979,36.426,42.525,1.7830000000000001,3.465,274.33,14.552999999999997,41.945137157107226,NoID,False
MYOCIL_20200621_210753.wav,MYOVOL,25.0,0.28,0.097601,40.181,58.17,4.628,58.766000000000005,38.186,41.943000000000005,2.9989999999999997,3.9189999999999996,449.85,20.580000000000005,19.878997407087294,MYOCIL,False
NoID_20200621_204820.wav,MYOVOL,17.0,0.353,0.088977,38.688,85.6,4.0280000000000005,51.33,37.508,42.036,2.204,3.57,293.13,13.821999999999996,33.912611717974166,NoID,False
NoID_20200621_210804.wav,MYOVOL,8.0,0.5,0.130823,41.753,89.72,2.5789999999999997,55.166000000000004,39.891,44.272,1.489,2.043,467.4,15.275000000000006,21.48119426134161,NoID,False
MYOYUM_20200409_210000.wav,MYOYUM,210.0,0.7240000000000001,0.402971,50.315,77.31,3.8369999999999997,68.083,47.35,54.074,1.851,3.1189999999999998,377.37,20.732999999999997,33.04665102945009,MYOYUM,True
MYOYUM_20190609_212423.wav,MYOYUM,211.0,0.711,0.363501,52.1,85.39,3.199,69.017,48.59,56.498999999999995,1.3519999999999999,2.591,380.91,20.426999999999992,38.73085339168492,MYOYUM,True
MYOYUM_20200323_203258.wav,MYOYUM,204.0,0.725,0.41658199999999995,51.881,67.49,3.593,65.227,48.538000000000004,56.105,1.338,2.9010000000000002,354.25,16.689,43.50125243529085,MYOYUM,True
MYOYUM_20200409_205144.wav,MYOYUM,196.0,0.75,0.445909,51.446999999999996,77.01,3.4819999999999998,67.423,48.11,55.553000000000004,1.3980000000000001,2.7760000000000002,311.29,19.313000000000002,39.5749569213096,MYOYUM,True
